Local Government Area,Postcode,Suburb/Town Name,Offence Division,Offence Subdivision,Incidents Recorded 2024,Incidents Recorded 2025,% change,# change
Yarra Ranges,3160,Belgrave South,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,2,,1
Colac-Otway,3241,Ombersley,B Property and deception offences,B20 Property damage,1,,,
Greater Geelong,3217,Mount Duneed,D Public order and security offences,D10 Weapons and explosives offences,1,2,,1
Greater Geelong,3217,Mount Duneed,D Public order and security offences,D10 Weapons and explosives offences,1,1,,0
Moira,3637,Waaia,B Property and deception offences,B10 Arson,1,1,,0
Greater Geelong,3212,Avalon,F Other offences,F20 Transport regulation offences,1,,,
Wellington,3851,Fulham,D Public order and security offences,D20 Disorderly and offensive conduct,1,,,
Greater Geelong,3219,East Geelong,C Drug offences,C10 Drug dealing and trafficking,1,,,
Mornington Peninsula,3926,Balnarring Beach,A Crimes against the person,Other crimes against the person,1,1,,0
Golden Plains,3332,Lethbridge,D Public order and security offences,D10 Weapons and explosives offences,1,,,
Bass Coast,3925,San Remo,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,1,,0
Pyrenees,3351,Chepstowe,B Property and deception offences,B40 Theft,1,3,,2
Gannawarra,3579,Dingwall,B Property and deception offences,B50 Deception,1,,,
Kingston,3190,Highett,F Other offences,F20 Transport regulation offences,1,,,
Buloke,3483,Birchip,B Property and deception offences,B50 Deception,1,1,,0
Ballarat,3350,Mount Helen,E Justice procedures offences,E10 Justice procedures,1,2,,1
Yarra Ranges,3156,Lysterfield,B Property and deception offences,B20 Property damage,1,5,,4
Yarra Ranges,3156,Lysterfield,B Property and deception offences,B20 Property damage,1,3,,2
South Gippsland,3962,Toora,D Public order and security offences,D30 Public nuisance offences,1,,,
Greater Bendigo,3444,Redesdale,B Property and deception offences,B20 Property damage,1,,,
Golden Plains,3360,Linton,D Public order and security offences,D10 Weapons and explosives offences,1,,,
Wellington,3858,Denison,D Public order and security offences,D20 Disorderly and offensive conduct,1,,,
Greater Geelong,3216,Wandana Heights,D Public order and security offences,D20 Disorderly and offensive conduct,1,,,
Wellington,3971,Alberton,C Drug offences,C20 Cultivate or manufacture drugs,1,,,
Buloke,3483,Birchip,E Justice procedures offences,E20 Breaches of orders,1,3,,2
Whittlesea,3064,Donnybrook,D Public order and security offences,D20 Disorderly and offensive conduct,1,,,
Greater Geelong,3215,Bell Park,B Property and deception offences,B10 Arson,1,,,
Moonee Valley,3041,Essendon Fields,D Public order and security offences,D10 Weapons and explosives offences,1,4,,3
Maribyrnong,3011,Seddon,F Other offences,F90 Miscellaneous offences,1,1,,0
Benalla,3726,Devenish,E Justice procedures offences,E10 Justice procedures,1,,,
Colac-Otway,3233,Skenes Creek,B Property and deception offences,B50 Deception,1,1,,0
Ballarat,3355,Lake Gardens,B Property and deception offences,B10 Arson,1,2,,1
Latrobe,3844,Tyers,B Property and deception offences,B50 Deception,1,3,,2
Merri-bek,3043,Tullamarine,E Justice procedures offences,E20 Breaches of orders,1,31,,30
Merri-bek,3043,Tullamarine,E Justice procedures offences,E20 Breaches of orders,1,1,,0
Loddon,3573,Mitiamo,B Property and deception offences,B50 Deception,1,,,
Macedon Ranges,3437,Bullengarook,E Justice procedures offences,E10 Justice procedures,1,1,,0
Loddon,3475,Burkes Flat,A Crimes against the person,A20 Assault and related offences,1,,,
Latrobe,3870,Grand Ridge,B Property and deception offences,B40 Theft,1,1,,0
Cardinia,3810,Pakenham South,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,,,
Mount Alexander,3453,Harcourt North,B Property and deception offences,B40 Theft,1,2,,1
Greater Shepparton,3630,Caniambo,B Property and deception offences,B30 Burglary/Break and enter,1,,,
Wellington,3858,Glenmaggie,D Public order and security offences,D30 Public nuisance offences,1,,,
Northern Grampians,3478,St Arnaud,F Other offences,F10 Regulatory driving offences,1,,,
Port Phillip,3181,Melbourne,B Property and deception offences,B30 Burglary/Break and enter,1,1,,0
Pyrenees,3478,Warrenmang,B Property and deception offences,B50 Deception,1,,,
Maribyrnong,3012,Kingsville,C Drug offences,C30 Drug use and possession,1,3,,2
East Gippsland,3890,Cann River,D Public order and security offences,D30 Public nuisance offences,1,,,
Greater Bendigo,3559,Avonmore,A Crimes against the person,A20 Assault and related offences,1,,,
Greater Bendigo,3551,Longlea,C Drug offences,C30 Drug use and possession,1,,,
Greater Bendigo,3557,Goornong,D Public order and security offences,D30 Public nuisance offences,1,,,
Central Goldfields,3465,Bowenvale,D Public order and security offences,D10 Weapons and explosives offences,1,,,
Southern Grampians,3315,Coleraine,B Property and deception offences,B50 Deception,1,1,,0
Benalla,3673,Lima East,B Property and deception offences,B50 Deception,1,,,
Hume,3427,Diggers Rest,C Drug offences,C10 Drug dealing and trafficking,1,3,,2
Casey,3980,Warneet,B Property and deception offences,B30 Burglary/Break and enter,1,4,,3
Greater Shepparton,3631,Arcadia,C Drug offences,C10 Drug dealing and trafficking,1,,,
Hindmarsh,3418,Nhill,B Property and deception offences,B10 Arson,1,2,,1
Greater Geelong,3222,Drysdale,C Drug offences,C10 Drug dealing and trafficking,1,,,
Knox,3156,Ferntree Gully,F Other offences,F90 Miscellaneous offences,1,,,
Loddon,3537,Canary Island,B Property and deception offences,B30 Burglary/Break and enter,1,,,
Cardinia,3814,Cora Lynn,B Property and deception offences,B20 Property damage,1,1,,0
Greater Bendigo,3550,White Hills,D Public order and security offences,D20 Disorderly and offensive conduct,1,,,
Bayside,3188,Hampton,A Crimes against the person,A50 Robbery,1,4,,3
Benalla,3723,Bridge Creek,D Public order and security offences,D10 Weapons and explosives offences,1,4,,3
Macedon Ranges,3446,Malmsbury,E Justice procedures offences,E10 Justice procedures,1,4,,3
Northern Grampians,3387,Marnoo,E Justice procedures offences,E10 Justice procedures,1,1,,0
Bass Coast,3979,Glen Alvie,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,,,
Surf Coast,3241,Wensleydale,B Property and deception offences,B20 Property damage,1,,,
Bayside,3190,Highett,F Other offences,F90 Miscellaneous offences,1,,,
Moyne,3265,Panmure,A Crimes against the person,Other crimes against the person,1,,,
Baw Baw,3831,Neerim South,D Public order and security offences,D20 Disorderly and offensive conduct,1,,,
Greater Geelong,3221,Ceres,B Property and deception offences,B50 Deception,1,,,
Golden Plains,3328,Teesdale,C Drug offences,C30 Drug use and possession,1,,,
Cardinia,3814,Garfield,D Public order and security offences,D30 Public nuisance offences,1,1,,0
Melton,3037,Taylors Hill,C Drug offences,C30 Drug use and possession,1,8,,7
Greater Geelong,3225,Swan Bay,B Property and deception offences,B30 Burglary/Break and enter,1,1,,0
Hobsons Bay,3028,Altona Meadows,D Public order and security offences,D30 Public nuisance offences,1,4,,3
Strathbogie,3669,Violet Town,E Justice procedures offences,E20 Breaches of orders,1,1,,0
Melton,3037,Hillside,D Public order and security offences,D30 Public nuisance offences,1,6,,5
Greater Shepparton,3616,Girgarre East,B Property and deception offences,B50 Deception,1,,,
Central Goldfields,3465,Flagstaff,B Property and deception offences,B10 Arson,1,4,,3
Loddon,3551,Woodstock On Loddon,B Property and deception offences,B40 Theft,1,1,,0
Wangaratta,3735,Bowmans Forest,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,,,
Greater Bendigo,3551,Axedale,E Justice procedures offences,E10 Justice procedures,1,1,,0
Moorabool,3340,Darley,F Other offences,F90 Miscellaneous offences,1,1,,0
Nillumbik,3095,Research,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,,,
Wellington,3862,Stratford,D Public order and security offences,D30 Public nuisance offences,1,,,
Murrindindi,3757,Kinglake Central,B Property and deception offences,B30 Burglary/Break and enter,1,1,,0
Golden Plains,3360,Linton,B Property and deception offences,B30 Burglary/Break and enter,1,,,
Campaspe,3621,Yambuna,B Property and deception offences,B10 Arson,1,,,
Moyne,3276,Woolsthorpe,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,,,
Glenelg,3312,Sandford,A Crimes against the person,A20 Assault and related offences,1,,,
Murrindindi,3712,Thornton,C Drug offences,C10 Drug dealing and trafficking,1,,,
Latrobe,3840,Hazelwood,A Crimes against the person,A20 Assault and related offences,1,1,,0
Cardinia,3978,Cardinia,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,,,
Gannawarra,3567,Horfield,E Justice procedures offences,E10 Justice procedures,1,1,,0
Cardinia,3810,Pakenham Upper,C Drug offences,C30 Drug use and possession,1,,,
Murrindindi,3713,Eildon,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,2,,1
Whittlesea,3083,Bundoora,D Public order and security offences,D20 Disorderly and offensive conduct,1,2,,1
Whittlesea,3083,Bundoora,D Public order and security offences,D20 Disorderly and offensive conduct,1,1,,0
Melton,3335,Plumpton,E Justice procedures offences,E20 Breaches of orders,1,4,,3
Corangamite,3260,Kariah,D Public order and security offences,D10 Weapons and explosives offences,1,4,,3
Whittlesea,3753,Beveridge,F Other offences,F30 Other government regulatory offences,1,1,,0
Gannawarra,3579,Kerang East,A Crimes against the person,A20 Assault and related offences,1,,,
Hepburn,3461,Mount Franklin,B Property and deception offences,B30 Burglary/Break and enter,1,,,
Yarra Ranges,3140,Lilydale,F Other offences,F30 Other government regulatory offences,1,,,
Wellington,3860,Riverslea,E Justice procedures offences,E20 Breaches of orders,1,,,
Greater Shepparton,3631,Kialla West,B Property and deception offences,B30 Burglary/Break and enter,1,3,,2
Swan Hill,3588,Woorinen South,B Property and deception offences,B10 Arson,1,1,,0
Wellington,3967,Hedley,B Property and deception offences,B20 Property damage,1,,,
Greater Dandenong,3174,Noble Park,F Other offences,F90 Miscellaneous offences,1,1,,0
Buloke,3533,Sea Lake,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,2,,1
Moorabool,3340,Long Forest,D Public order and security offences,D20 Disorderly and offensive conduct,1,,,
Mitchell,3658,Sugarloaf Creek,D Public order and security offences,D10 Weapons and explosives offences,1,,,
Strathbogie,3631,Arcadia South,B Property and deception offences,B10 Arson,1,,,
Central Goldfields,3472,Bet Bet,A Crimes against the person,A20 Assault and related offences,1,3,,2
Boroondara,3146,Glen Iris,D Public order and security offences,D20 Disorderly and offensive conduct,1,1,,0
Northern Grampians,3477,Swanwater,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,,,
Melbourne,3006,South Wharf,D Public order and security offences,D30 Public nuisance offences,1,1,,0
Southern Grampians,3314,Glenisla,B Property and deception offences,B50 Deception,1,,,
Ballarat,3350,Mount Helen,C Drug offences,C30 Drug use and possession,1,1,,0
Moyne,3268,Nullawarre,E Justice procedures offences,E10 Justice procedures,1,1,,0
Strathbogie,3666,Miepoll,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,,,
Baw Baw,3821,Nilma North,A Crimes against the person,Other crimes against the person,1,1,,0
Warrnambool,3281,Woodford,A Crimes against the person,A20 Assault and related offences,1,,,
Surf Coast,3241,Wurdiboluc,A Crimes against the person,A20 Assault and related offences,1,1,,0
Corangamite,3266,Glenfyne,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,,,
Moorabool,3352,Wallace,B Property and deception offences,B30 Burglary/Break and enter,1,7,,6
Baw Baw,3818,Drouin,F Other offences,F20 Transport regulation offences,1,,,
East Gippsland,3875,Bairnsdale,F Other offences,F90 Miscellaneous offences,1,2,,1
Northern Grampians,3385,Deep Lead,A Crimes against the person,A20 Assault and related offences,1,,,
Horsham,3401,McKenzie Creek,B Property and deception offences,B40 Theft,1,,,
Yarra Ranges,3799,East Warburton,B Property and deception offences,B10 Arson,1,1,,0
Swan Hill,3594,Nyah,E Justice procedures offences,E10 Justice procedures,1,1,,0
Darebin,3078,Fairfield,E Justice procedures offences,E10 Justice procedures,1,6,,5
South Gippsland,3951,Jumbunna,B Property and deception offences,B30 Burglary/Break and enter,1,1,,0
Brimbank,3026,Derrimut,B Property and deception offences,B10 Arson,1,5,,4
Glen Eira,3163,Murrumbeena,B Property and deception offences,B10 Arson,1,4,,3
Golden Plains,3352,Corindhap,B Property and deception offences,B40 Theft,1,1,,0
Greater Geelong,3219,Breakwater,D Public order and security offences,D10 Weapons and explosives offences,1,4,,3
Corangamite,3260,Kariah,B Property and deception offences,B30 Burglary/Break and enter,1,,,
East Gippsland,3909,Lake Tyers Beach,D Public order and security offences,D20 Disorderly and offensive conduct,1,,,
Yarra Ranges,3139,Seville East,B Property and deception offences,B10 Arson,1,2,,1
Gannawarra,3579,Murrabit,B Property and deception offences,B20 Property damage,1,,,
Mildura,3505,Wargan,D Public order and security offences,D30 Public nuisance offences,1,,,
Moyne,3281,Winslow,B Property and deception offences,B20 Property damage,1,2,,1
East Gippsland,3875,Bengworden,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,,,
Ballarat,3352,Ercildoune,D Public order and security offences,D10 Weapons and explosives offences,1,,,
East Gippsland,3898,Anglers Rest,B Property and deception offences,B40 Theft,1,,,
Mornington Peninsula,3920,Hmas Cerberus,C Drug offences,C30 Drug use and possession,1,,,
Murrindindi,3717,Killingworth,B Property and deception offences,B50 Deception,1,,,
Greater Shepparton,3616,Girgarre East,B Property and deception offences,B40 Theft,1,2,,1
Northern Grampians,3478,St Arnaud,B Property and deception offences,B10 Arson,1,1,,0
Bass Coast,3995,Lance Creek,C Drug offences,C30 Drug use and possession,1,,,
Loddon,3517,Serpentine,A Crimes against the person,Other crimes against the person,1,,,
Wellington,3847,Hiamdale,B Property and deception offences,B20 Property damage,1,,,
Banyule,3084,Ivanhoe East,B Property and deception offences,B50 Deception,1,,,
Mitchell,3658,Waterford Park,E Justice procedures offences,E20 Breaches of orders,1,,,
Greater Geelong,3220,Geelong,F Other offences,F30 Other government regulatory offences,1,3,,2
Greater Shepparton,3634,Marionvale,B Property and deception offences,B10 Arson,1,,,
Wellington,3873,Gormandale,B Property and deception offences,B30 Burglary/Break and enter,1,,,
Wodonga,3690,Wodonga,F Other offences,F90 Miscellaneous offences,1,2,,1
Casey,3977,Cannons Creek,B Property and deception offences,B20 Property damage,1,2,,1
Glen Eira,3165,Bentleigh East,F Other offences,F30 Other government regulatory offences,1,,,
Wangaratta,3678,North Wangaratta,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,,,
Hume,3428,Bulla,D Public order and security offences,D10 Weapons and explosives offences,1,1,,0
Greater Bendigo,3555,Golden Gully,E Justice procedures offences,E20 Breaches of orders,1,3,,2
Wyndham,3027,Williams Landing,C Drug offences,C10 Drug dealing and trafficking,1,1,,0
Moorabool,3345,Gordon,C Drug offences,C20 Cultivate or manufacture drugs,1,1,,0
Kingston,3192,Cheltenham,F Other offences,F90 Miscellaneous offences,1,,,
Merri-bek,3046,Oak Park,C Drug offences,C10 Drug dealing and trafficking,1,2,,1
Moira,3730,Burramine,B Property and deception offences,B30 Burglary/Break and enter,1,1,,0
Colac-Otway,3249,Irrewillipe East,B Property and deception offences,B40 Theft,1,,,
Loddon,3573,Calivil,B Property and deception offences,B50 Deception,1,,,
Boroondara,3147,Ashburton,A Crimes against the person,A50 Robbery,1,6,,5
Banyule,3087,Watsonia North,A Crimes against the person,A50 Robbery,1,1,,0
Wyndham,3030,Werribee,F Other offences,F20 Transport regulation offences,1,3,,2
Banyule,3084,Eaglemont,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,6,,5
Mitchell,3764,Kilmore East,E Justice procedures offences,E10 Justice procedures,1,,,
Yarriambiack,3393,Watchem West,E Justice procedures offences,E20 Breaches of orders,1,,,
Casey,3805,Narre Warren South,F Other offences,F20 Transport regulation offences,1,,,
Moonee Valley,3040,Aberfeldie,A Crimes against the person,Other crimes against the person,1,2,,1
Brimbank,3020,Albion,C Drug offences,C20 Cultivate or manufacture drugs,1,1,,0
Hume,3427,Diggers Rest,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,9,,8
Hume,3427,Diggers Rest,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,1,,0
Latrobe,3869,Yinnar,C Drug offences,C20 Cultivate or manufacture drugs,1,,,
Baw Baw,3953,Trida,E Justice procedures offences,E20 Breaches of orders,1,,,
Murrindindi,3717,Flowerdale,B Property and deception offences,B10 Arson,1,,,
Latrobe,3825,Tanjil South,E Justice procedures offences,E10 Justice procedures,1,,,
Mildura,3507,Walpeup,A Crimes against the person,A20 Assault and related offences,1,1,,0
Indigo,3685,Rutherglen,D Public order and security offences,D20 Disorderly and offensive conduct,1,11,,10
Wyndham,3024,Mount Cottrell,E Justice procedures offences,E20 Breaches of orders,1,2,,1
Buloke,3527,Wycheproof,B Property and deception offences,B40 Theft,1,8,,7
Yarra Ranges,3789,Sherbrooke,B Property and deception offences,B30 Burglary/Break and enter,1,2,,1
Yarra Ranges,3156,Upper Ferntree Gully,B Property and deception offences,B50 Deception,1,4,,3
Baw Baw,3821,Warragul South,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,,,
Strathbogie,3666,Creightons Creek,D Public order and security offences,D10 Weapons and explosives offences,1,,,
Pyrenees,3478,Moonambel,B Property and deception offences,B50 Deception,1,1,,0
Golden Plains,3331,Sutherlands Creek,B Property and deception offences,B30 Burglary/Break and enter,1,2,,1
East Gippsland,3890,Noorinbee,A Crimes against the person,Other crimes against the person,1,,,
Banyule,3084,Rosanna,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,2,,1
Southern Grampians,3314,Mooralla,B Property and deception offences,B20 Property damage,1,,,
Indigo,3688,Indigo Valley,B Property and deception offences,B10 Arson,1,,,
Campaspe,3621,Yambuna,B Property and deception offences,B20 Property damage,1,1,,0
Buloke,3531,Berriwillock,A Crimes against the person,A20 Assault and related offences,1,1,,0
Strathbogie,3665,Locksley,B Property and deception offences,B40 Theft,1,6,,5
Moira,3639,Picola,A Crimes against the person,A20 Assault and related offences,1,,,
Greater Geelong,3214,North Shore,A Crimes against the person,A50 Robbery,1,1,,0
Towong,3709,Guys Forest,D Public order and security offences,D10 Weapons and explosives offences,1,,,
Mornington Peninsula,3936,Safety Beach,D Public order and security offences,D30 Public nuisance offences,1,1,,0
Greater Shepparton,3634,Tallygaroopna,B Property and deception offences,B10 Arson,1,,,
Darebin,3085,Macleod,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,4,,3
Moira,3638,Kotupna,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,,,
Corangamite,3352,Werneth,B Property and deception offences,B40 Theft,1,4,,3
Golden Plains,3351,Scarsdale,B Property and deception offences,B10 Arson,1,2,,1
Wodonga,3691,Leneva,A Crimes against the person,Other crimes against the person,1,1,,0
Macedon Ranges,3441,Mount Macedon,B Property and deception offences,B50 Deception,1,,,
Whitehorse,3151,Burwood East,C Drug offences,C20 Cultivate or manufacture drugs,1,4,,3
East Gippsland,3890,Cann River,D Public order and security offences,D20 Disorderly and offensive conduct,1,,,
Wodonga,3691,Bonegilla,A Crimes against the person,A20 Assault and related offences,1,1,,0
Glenelg,3312,Bahgallah,A Crimes against the person,A20 Assault and related offences,1,,,
Yarra Ranges,3799,Reefton,B Property and deception offences,B30 Burglary/Break and enter,1,,,
Latrobe,3854,Glengarry North,E Justice procedures offences,E20 Breaches of orders,1,2,,1
Colac-Otway,3249,Irrewarra,E Justice procedures offences,E20 Breaches of orders,1,,,
Mount Alexander,3451,McKenzie Hill,B Property and deception offences,B50 Deception,1,1,,0
Murrindindi,3757,Kinglake Central,C Drug offences,C30 Drug use and possession,1,,,
Ballarat,3350,Canadian,C Drug offences,C30 Drug use and possession,1,3,,2
Baw Baw,3816,Labertouche,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,3,,2
Swan Hill,3596,Wood Wood,B Property and deception offences,B40 Theft,1,,,
Nillumbik,3091,Yarrambat,D Public order and security offences,D10 Weapons and explosives offences,1,,,
Colac-Otway,3250,Colac West,E Justice procedures offences,E20 Breaches of orders,1,2,,1
Greater Geelong,3215,Bell Post Hill,C Drug offences,C30 Drug use and possession,1,3,,2
Greater Geelong,3219,Newcomb,D Public order and security offences,D30 Public nuisance offences,1,3,,2
Mitchell,3764,Moranding,E Justice procedures offences,E10 Justice procedures,1,,,
Golden Plains,3218,Murgheboluc,E Justice procedures offences,E20 Breaches of orders,1,1,,0
Greater Shepparton,3634,Marionvale,E Justice procedures offences,E20 Breaches of orders,1,2,,1
South Gippsland,3965,Port Welshpool,B Property and deception offences,B20 Property damage,1,1,,0
Golden Plains,3331,She Oaks,B Property and deception offences,B50 Deception,1,,,
Yarriambiack,3487,Lascelles,E Justice procedures offences,E20 Breaches of orders,1,3,,2
East Gippsland,3898,Omeo,F Other offences,F10 Regulatory driving offences,1,,,
Golden Plains,3352,Grenville,B Property and deception offences,B40 Theft,1,,,
Ballarat,3350,Nerrina,C Drug offences,C10 Drug dealing and trafficking,1,,,
East Gippsland,3892,Mallacoota,A Crimes against the person,A50 Robbery,1,,,
Cardinia,3981,Koo Wee Rup North,A Crimes against the person,A20 Assault and related offences,1,,,
Melbourne,3031,Flemington,F Other offences,F30 Other government regulatory offences,1,,,
Hume,3047,Broadmeadows,F Other offences,F20 Transport regulation offences,1,3,,2
Melton,3337,Kurunjang,C Drug offences,C10 Drug dealing and trafficking,1,4,,3
Greater Bendigo,3551,Toolleen,A Crimes against the person,Other crimes against the person,1,1,,0
Strathbogie,3608,Wahring,B Property and deception offences,B30 Burglary/Break and enter,1,1,,0
Colac-Otway,3251,Beeac,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,,,
Latrobe,3840,Jeeralang,A Crimes against the person,Other crimes against the person,1,,,
Strathbogie,3666,Euroa,D Public order and security offences,D10 Weapons and explosives offences,1,1,,0
Wellington,3971,Won Wron,D Public order and security offences,D10 Weapons and explosives offences,1,,,
Bass Coast,3992,Dalyston,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,2,,1
Port Phillip,3205,South Melbourne,F Other offences,F90 Miscellaneous offences,1,,,
Wellington,3864,Fernbank,B Property and deception offences,B40 Theft,1,1,,0
Yarra Ranges,3139,Seville East,B Property and deception offences,B40 Theft,1,1,,0
Hepburn,3363,Creswick,C Drug offences,C30 Drug use and possession,1,,,
Hepburn,3364,Blampied,B Property and deception offences,B40 Theft,1,2,,1
Greater Geelong,3216,Highton,C Drug offences,C20 Cultivate or manufacture drugs,1,2,,1
Moira,3730,Bundalong,D Public order and security offences,D20 Disorderly and offensive conduct,1,,,
Greater Bendigo,3551,Junortoun,C Drug offences,C20 Cultivate or manufacture drugs,1,,,
Moira,3634,Marungi,E Justice procedures offences,E20 Breaches of orders,1,3,,2
Mount Alexander,3448,Metcalfe,A Crimes against the person,Other crimes against the person,1,,,
Boroondara,3126,Canterbury,D Public order and security offences,D10 Weapons and explosives offences,1,4,,3
Hobsons Bay,3016,Williamstown North,A Crimes against the person,Other crimes against the person,1,3,,2
Surf Coast,3228,Bellbrae,B Property and deception offences,B20 Property damage,1,2,,1
Whittlesea,3754,Doreen,D Public order and security offences,D30 Public nuisance offences,1,4,,3
Whittlesea,3754,Doreen,D Public order and security offences,D30 Public nuisance offences,1,1,,0
Melton,3023,Ravenhall,F Other offences,F30 Other government regulatory offences,1,1,,0
Moorabool,3340,Balliang East,A Crimes against the person,A20 Assault and related offences,1,,,
Yarra Ranges,3139,Hoddles Creek,E Justice procedures offences,E20 Breaches of orders,1,4,,3
Boroondara,3101,Kew,D Public order and security offences,D40 Public security offences,1,,,
Colac-Otway,3234,Kennett River,A Crimes against the person,A20 Assault and related offences,1,,,
Mornington Peninsula,3920,Hmas Cerberus,A Crimes against the person,Other crimes against the person,1,1,,0
Mornington Peninsula,3920,Hmas Cerberus,B Property and deception offences,B20 Property damage,1,,,
Port Phillip,3185,Ripponlea,E Justice procedures offences,E10 Justice procedures,1,1,,0
Northern Grampians,3384,Concongella,D Public order and security offences,D10 Weapons and explosives offences,1,,,
Whittlesea,3757,Kinglake West,B Property and deception offences,B30 Burglary/Break and enter,1,,,
Strathbogie,3669,Koonda,B Property and deception offences,B30 Burglary/Break and enter,1,,,
Greater Bendigo,3550,White Hills,A Crimes against the person,A50 Robbery,1,1,,0
Buloke,3480,Gil Gil,B Property and deception offences,B50 Deception,1,,,
Greater Geelong,3222,Wallington,B Property and deception offences,B10 Arson,1,,,
Loddon,3576,Durham Ox,B Property and deception offences,B40 Theft,1,,,
Greater Bendigo,3444,Mia Mia,A Crimes against the person,A20 Assault and related offences,1,1,,0
Maroondah,3136,Croydon North,C Drug offences,C10 Drug dealing and trafficking,1,,,
Baw Baw,3821,Torwood,B Property and deception offences,B40 Theft,1,,,
Macedon Ranges,3438,New Gisborne,A Crimes against the person,Other crimes against the person,1,3,,2
Ararat,3379,Willaura,E Justice procedures offences,E10 Justice procedures,1,,,
East Gippsland,3864,Fernbank,B Property and deception offences,B10 Arson,1,1,,0
Banyule,3088,Briar Hill,A Crimes against the person,A50 Robbery,1,,,
Loddon,3517,Powlett Plains,B Property and deception offences,B20 Property damage,1,,,
Moorabool,3341,Dales Creek,B Property and deception offences,B30 Burglary/Break and enter,1,1,,0
Latrobe,3854,Glengarry,C Drug offences,C30 Drug use and possession,1,,,
Campaspe,3564,Bamawm Extension,B Property and deception offences,B30 Burglary/Break and enter,1,,,
Pyrenees,3351,Hillcrest,E Justice procedures offences,E20 Breaches of orders,1,,,
Gannawarra,3579,Capels Crossing,B Property and deception offences,B40 Theft,1,1,,0
Benalla,3673,Moorngag,B Property and deception offences,B40 Theft,1,,,
Loddon,3551,Llanelly,B Property and deception offences,B30 Burglary/Break and enter,1,,,
Corangamite,3323,Duverney,B Property and deception offences,B10 Arson,1,,,
Greater Bendigo,3555,Big Hill,D Public order and security offences,D10 Weapons and explosives offences,1,,,
Latrobe,3844,Callignee,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,,,
Merri-bek,3068,Fitzroy North,B Property and deception offences,B10 Arson,1,5,,4
Port Phillip,3181,Windsor,A Crimes against the person,A20 Assault and related offences,1,89,,88
Port Phillip,3181,Windsor,A Crimes against the person,A20 Assault and related offences,1,1,,0
Pyrenees,3351,Carngham,B Property and deception offences,B50 Deception,1,,,
Mildura,3494,Colignan,B Property and deception offences,B30 Burglary/Break and enter,1,,,
Benalla,3673,Lima South,E Justice procedures offences,E20 Breaches of orders,1,,,
Gannawarra,3579,Appin South,B Property and deception offences,B20 Property damage,1,,,
Nillumbik,3097,Watsons Creek,E Justice procedures offences,E10 Justice procedures,1,,,
Baw Baw,3816,Longwarry,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,2,,1
Corangamite,3265,Noorat,B Property and deception offences,B40 Theft,1,,,
Yarra Ranges,3766,Kalorama,A Crimes against the person,Other crimes against the person,1,,,
Alpine,3737,Myrtleford,F Other offences,F90 Miscellaneous offences,1,,,
Towong,3701,Tallangatta Valley,E Justice procedures offences,E20 Breaches of orders,1,,,
Greater Geelong,3219,East Geelong,A Crimes against the person,A50 Robbery,1,2,,1
Yarriambiack,3401,Wallup,E Justice procedures offences,E20 Breaches of orders,1,1,,0
Campaspe,3612,Moora,E Justice procedures offences,E20 Breaches of orders,1,,,
Macedon Ranges,3441,Mount Macedon,D Public order and security offences,D30 Public nuisance offences,1,1,,0
Moira,3730,Burramine,E Justice procedures offences,E10 Justice procedures,1,,,
Indigo,3682,Lilliput,B Property and deception offences,B50 Deception,1,,,
Wellington,3862,Dargo,A Crimes against the person,A20 Assault and related offences,1,3,,2
Whitehorse,3131,Forest Hill,F Other offences,F20 Transport regulation offences,1,,,
Greater Shepparton,3620,Kyabram South,B Property and deception offences,B40 Theft,1,,,
Benalla,3726,Devenish,B Property and deception offences,B20 Property damage,1,2,,1
East Gippsland,3893,Double Bridges,A Crimes against the person,A20 Assault and related offences,1,,,
Manningham,3105,Bulleen,C Drug offences,C10 Drug dealing and trafficking,1,1,,0
