Region,Suburb/Town Name,Offence Division,Offence Subdivision,Incidents Recorded 2024,Incidents Recorded 2025,% change,# change
,Omeo,A Crimes against the person,Other crimes against the person,1,,0.0,
Metro Inner West,Essendon Fields,D Public order and security offences,D10 Weapons and explosives offences,1,4,0.0,3
Other,Mallacoota,B Property and deception offences,B30 Burglary/Break and enter,1,,0.0,
,Glengarry West,B Property and deception offences,B50 Deception,1,,0.0,
,Mount Cottrell,B Property and deception offences,B10 Arson,1,5,0.0,4
Metro Inner East,Mont Albert,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,,0.0,
,Willaura North,A Crimes against the person,A20 Assault and related offences,1,1,0.0,0
,Wedderburn,D Public order and security offences,D10 Weapons and explosives offences,1,2,0.0,1
,Dooen,E Justice procedures offences,E20 Breaches of orders,1,,0.0,
,Selby,B Property and deception offences,B10 Arson,1,1,0.0,0
,Tresco West,D Public order and security offences,D10 Weapons and explosives offences,1,1,0.0,0
Other,Undera,B Property and deception offences,B20 Property damage,1,1,0.0,0
Other,St Leonards,D Public order and security offences,D20 Disorderly and offensive conduct,1,,0.0,
Metro Outer West,Williams Landing,C Drug offences,C10 Drug dealing and trafficking,1,1,0.0,0
,Goldie,E Justice procedures offences,E20 Breaches of orders,1,,0.0,
Metro Inner West,Albion,C Drug offences,C20 Cultivate or manufacture drugs,1,1,0.0,0
,Goon Nure,A Crimes against the person,A20 Assault and related offences,1,2,0.0,1
,Molesworth,B Property and deception offences,B40 Theft,1,3,0.0,2
,Licola,A Crimes against the person,Other crimes against the person,1,1,0.0,0
,Colbinabbin,B Property and deception offences,B30 Burglary/Break and enter,1,5,0.0,4
Other,Herne Hill,E Justice procedures offences,E10 Justice procedures,1,1,0.0,0
,Johnsonville,B Property and deception offences,B40 Theft,1,3,0.0,2
,Whiteheads Creek,A Crimes against the person,Other crimes against the person,1,,0.0,
,Campbells Forest,B Property and deception offences,B30 Burglary/Break and enter,1,1,0.0,0
,Moonambel,B Property and deception offences,B20 Property damage,1,,0.0,
,Hepburn,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,,0.0,
,Toora,D Public order and security offences,D30 Public nuisance offences,1,,0.0,
Metro Inner East,Canterbury,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,1,0.0,0
,Jamieson,B Property and deception offences,B30 Burglary/Break and enter,1,2,0.0,1
,Carngham,B Property and deception offences,B50 Deception,1,,0.0,
,Peterborough,E Justice procedures offences,E20 Breaches of orders,1,,0.0,
Other,Euroa,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,1,0.0,0
,Avonmore,E Justice procedures offences,E10 Justice procedures,1,,0.0,
,Narre Warren East,C Drug offences,C30 Drug use and possession,1,,0.0,
,Moyston,B Property and deception offences,B20 Property damage,1,,0.0,
,Waaia,B Property and deception offences,B10 Arson,1,1,0.0,0
,Devenish,B Property and deception offences,B20 Property damage,1,2,0.0,1
,Vervale,B Property and deception offences,B40 Theft,1,3,0.0,2
,Silvan,A Crimes against the person,Other crimes against the person,1,5,0.0,4
,Katunga,E Justice procedures offences,E20 Breaches of orders,1,1,0.0,0
Metro Inner East,Malvern,B Property and deception offences,B10 Arson,1,5,0.0,4
Other,Canadian,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,1,0.0,0
,Sarsfield,B Property and deception offences,B10 Arson,1,1,0.0,0
,Framlingham,B Property and deception offences,B20 Property damage,1,2,0.0,1
,Newbury,B Property and deception offences,B40 Theft,1,,0.0,
,Merrigum,A Crimes against the person,Other crimes against the person,1,3,0.0,2
,Navarre,E Justice procedures offences,E10 Justice procedures,1,,0.0,
,Panton Hill,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,,0.0,
,Flaggy Creek,D Public order and security offences,D30 Public nuisance offences,1,,0.0,
,Weatherboard,E Justice procedures offences,E20 Breaches of orders,1,,0.0,
,Marcus Hill,B Property and deception offences,B30 Burglary/Break and enter,1,,0.0,
,Burrumbeet,B Property and deception offences,B50 Deception,1,,0.0,
Metro Outer West,Werribee,F Other offences,F20 Transport regulation offences,1,3,0.0,2
,Deddick Valley,D Public order and security offences,D30 Public nuisance offences,1,,0.0,
Metro Inner North,Montmorency,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,,0.0,
,Hazelwood,A Crimes against the person,A20 Assault and related offences,1,1,0.0,0
,Bullumwaal,B Property and deception offences,B40 Theft,1,,0.0,
Other,Drysdale,D Public order and security offences,D10 Weapons and explosives offences,1,4,0.0,3
Metro Inner North,Kingsbury,E Justice procedures offences,E10 Justice procedures,1,3,0.0,2
,Tourello,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,,0.0,
,Warrenmang,B Property and deception offences,B40 Theft,1,,0.0,
,Devon Meadows,C Drug offences,C10 Drug dealing and trafficking,1,,0.0,
Metro Outer North,Kalkallo,B Property and deception offences,B10 Arson,1,2,0.0,1
,Whanregarwen,B Property and deception offences,B40 Theft,1,,0.0,
,Capels Crossing,B Property and deception offences,B30 Burglary/Break and enter,1,1,0.0,0
Metro Inner East,The Basin,D Public order and security offences,D30 Public nuisance offences,1,,0.0,
,Kingston,B Property and deception offences,B40 Theft,1,,0.0,
Metro Inner East,Heathmont,B Property and deception offences,B10 Arson,1,2,0.0,1
,Toolamba,B Property and deception offences,B10 Arson,1,1,0.0,0
,She Oaks,B Property and deception offences,B30 Burglary/Break and enter,1,,0.0,
,Kariah,B Property and deception offences,B30 Burglary/Break and enter,1,,0.0,
,Pyalong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,2,0.0,1
,Myamyn,B Property and deception offences,B30 Burglary/Break and enter,1,,0.0,
Metro Inner West,Seaholme,A Crimes against the person,A50 Robbery,1,1,0.0,0
Metro Inner East,Malvern East,F Other offences,F20 Transport regulation offences,1,,0.0,
,Baranduda,D Public order and security offences,D30 Public nuisance offences,1,,0.0,
,Allestree,B Property and deception offences,B40 Theft,1,2,0.0,1
,Upper Plenty,E Justice procedures offences,E20 Breaches of orders,1,,0.0,
,Yinnar South,A Crimes against the person,Other crimes against the person,1,,0.0,
Other,Shepparton,F Other offences,F10 Regulatory driving offences,1,,0.0,
,Murrayville,A Crimes against the person,A20 Assault and related offences,1,2,0.0,1
,Stonehaven,E Justice procedures offences,E20 Breaches of orders,1,,0.0,
,Raglan,B Property and deception offences,B20 Property damage,1,3,0.0,2
,Bena,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,,0.0,
Other,Newhaven,C Drug offences,C30 Drug use and possession,1,2,0.0,1
,Portsea,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,,0.0,
Metro Inner East,Canterbury,D Public order and security offences,D10 Weapons and explosives offences,1,4,0.0,3
,Carisbrook,C Drug offences,C20 Cultivate or manufacture drugs,1,,0.0,
Metro Inner East,Templestowe Lower,D Public order and security offences,D10 Weapons and explosives offences,1,1,0.0,0
Other,Lara,F Other offences,F90 Miscellaneous offences,1,,0.0,
,Chewton,D Public order and security offences,D20 Disorderly and offensive conduct,1,2,0.0,1
,Waterford Park,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,,0.0,
,Merino,B Property and deception offences,B50 Deception,1,,0.0,
,Tarcombe,A Crimes against the person,A20 Assault and related offences,1,,0.0,
,San Remo,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,1,0.0,0
Metro Outer South,Tootgarook,B Property and deception offences,B10 Arson,1,,0.0,
Metro Inner West,Seabrook,E Justice procedures offences,E10 Justice procedures,1,1,0.0,0
,Meadow Creek,E Justice procedures offences,E20 Breaches of orders,1,,0.0,
,Powlett Plains,A Crimes against the person,Other crimes against the person,1,,0.0,
Other,Thomson,D Public order and security offences,D20 Disorderly and offensive conduct,1,3,0.0,2
,Long Forest,A Crimes against the person,Other crimes against the person,1,,0.0,
,Scarsdale,E Justice procedures offences,E10 Justice procedures,1,2,0.0,1
Metro Inner,Middle Park,E Justice procedures offences,E10 Justice procedures,1,,0.0,
Metro Inner South,Sandringham,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,3,0.0,2
Metro Inner East,Toorak,F Other offences,F90 Miscellaneous offences,1,,0.0,
Metro Inner North,Lower Plenty,C Drug offences,C30 Drug use and possession,1,2,0.0,1
,Mena Park,B Property and deception offences,B10 Arson,1,,0.0,
,Simpson,B Property and deception offences,B10 Arson,1,,0.0,
,Bass,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,2,0.0,1
,Strathbogie,B Property and deception offences,B50 Deception,1,,0.0,
,Congupna,B Property and deception offences,B20 Property damage,1,11,0.0,10
,Berriwillock,B Property and deception offences,B40 Theft,1,2,0.0,1
,Sunset Strip,E Justice procedures offences,E10 Justice procedures,1,1,0.0,0
,Tarrington,B Property and deception offences,B10 Arson,1,,0.0,
,Nungurner,A Crimes against the person,Other crimes against the person,1,,0.0,
,Nayook,A Crimes against the person,A20 Assault and related offences,1,,0.0,
,Whipstick,B Property and deception offences,B10 Arson,1,1,0.0,0
,Leongatha South,D Public order and security offences,D10 Weapons and explosives offences,1,,0.0,
Metro Outer South,Bonbeach,B Property and deception offences,B10 Arson,1,,0.0,
,Pentland Hills,B Property and deception offences,B30 Burglary/Break and enter,1,2,0.0,1
,Dookie College,B Property and deception offences,B40 Theft,1,,0.0,
,Caniambo,B Property and deception offences,B40 Theft,1,,0.0,
Metro Inner East,Burwood East,C Drug offences,C20 Cultivate or manufacture drugs,1,4,0.0,3
,Badger Creek,C Drug offences,C30 Drug use and possession,1,,0.0,
Metro Outer South,Beaconsfield,D Public order and security offences,D20 Disorderly and offensive conduct,1,3,0.0,2
,Warrayure,B Property and deception offences,B40 Theft,1,,0.0,
,Dingwall,B Property and deception offences,B50 Deception,1,,0.0,
,Koo Wee Rup North,A Crimes against the person,A20 Assault and related offences,1,,0.0,
,Maintongoon,F Other offences,F90 Miscellaneous offences,1,,0.0,
,Mount Egerton,B Property and deception offences,B10 Arson,1,,0.0,
,Rippleside,B Property and deception offences,B10 Arson,1,,0.0,
,Woodford,E Justice procedures offences,E20 Breaches of orders,1,,0.0,
,Kolora,B Property and deception offences,B50 Deception,1,,0.0,
,Kirkstall,B Property and deception offences,B50 Deception,1,1,0.0,0
,Bowenvale,B Property and deception offences,B30 Burglary/Break and enter,1,,0.0,
Metro Inner East,Doncaster East,D Public order and security offences,D20 Disorderly and offensive conduct,1,2,0.0,1
,Yarrambat,B Property and deception offences,B50 Deception,1,1,0.0,0
,Bellbrae,C Drug offences,C30 Drug use and possession,1,,0.0,
Metro Outer North,Kalkallo,A Crimes against the person,A50 Robbery,1,2,0.0,1
,Club Terrace,C Drug offences,C30 Drug use and possession,1,,0.0,
,Bolwarra,B Property and deception offences,B20 Property damage,1,,0.0,
Other,Drysdale,C Drug offences,C10 Drug dealing and trafficking,1,,0.0,
,Balnarring Beach,B Property and deception offences,B20 Property damage,1,1,0.0,0
,Colignan,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,,0.0,
,Grahamvale,A Crimes against the person,A20 Assault and related offences,1,5,0.0,4
,Upper Plenty,E Justice procedures offences,E10 Justice procedures,1,1,0.0,0
,Jeetho,B Property and deception offences,B30 Burglary/Break and enter,1,,0.0,
,Merrijig,A Crimes against the person,Other crimes against the person,1,1,0.0,0
Other,New Gisborne,A Crimes against the person,Other crimes against the person,1,3,0.0,2
,Maroona,E Justice procedures offences,E10 Justice procedures,1,1,0.0,0
,Rushworth,B Property and deception offences,B10 Arson,1,1,0.0,0
,Peterborough,B Property and deception offences,B30 Burglary/Break and enter,1,,0.0,
,Buln Buln,D Public order and security offences,D30 Public nuisance offences,1,1,0.0,0
Metro Inner North,Bellfield,D Public order and security offences,D20 Disorderly and offensive conduct,1,1,0.0,0
,Drumcondra,B Property and deception offences,B20 Property damage,1,5,0.0,4
,Cann River,D Public order and security offences,D30 Public nuisance offences,1,,0.0,
,Wilsons Hill,A Crimes against the person,Other crimes against the person,1,,0.0,
,Tremont,C Drug offences,C30 Drug use and possession,1,,0.0,
Metro Inner West,Seabrook,C Drug offences,C10 Drug dealing and trafficking,1,,0.0,
Metro Outer South,Heatherton,B Property and deception offences,B10 Arson,1,1,0.0,0
,Axe Creek,B Property and deception offences,B40 Theft,1,1,0.0,0
Metro Inner,St Kilda East,C Drug offences,C10 Drug dealing and trafficking,1,4,0.0,3
,Greta South,A Crimes against the person,A20 Assault and related offences,1,,0.0,
,Bungador,E Justice procedures offences,E10 Justice procedures,1,,0.0,
Other,Black Hill,D Public order and security offences,D10 Weapons and explosives offences,1,1,0.0,0
Other,Barwon Heads,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,,0.0,
Other,Alfredton,A Crimes against the person,A50 Robbery,1,,0.0,
,Plumpton,E Justice procedures offences,E20 Breaches of orders,1,4,0.0,3
,Shepparton North,E Justice procedures offences,E10 Justice procedures,1,1,0.0,0
,Redcastle,C Drug offences,C20 Cultivate or manufacture drugs,1,,0.0,
,Myrniong,B Property and deception offences,B20 Property damage,1,,0.0,
,Dunneworthy,A Crimes against the person,A20 Assault and related offences,1,,0.0,
Other,Wurruk,D Public order and security offences,D20 Disorderly and offensive conduct,1,,0.0,
Metro Outer South,Bonbeach,C Drug offences,C20 Cultivate or manufacture drugs,1,3,0.0,2
,Culgoa,D Public order and security offences,D20 Disorderly and offensive conduct,1,1,0.0,0
,North Wangaratta,E Justice procedures offences,E10 Justice procedures,1,,0.0,
,Bridgewater On Loddon,C Drug offences,C20 Cultivate or manufacture drugs,1,,0.0,
,Nuggetty,E Justice procedures offences,E20 Breaches of orders,1,1,0.0,0
,Merrimu,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,2,0.0,1
,Shepherds Flat,B Property and deception offences,B40 Theft,1,1,0.0,0
,Highlands,D Public order and security offences,D10 Weapons and explosives offences,1,1,0.0,0
,Delburn,B Property and deception offences,B40 Theft,1,1,0.0,0
,Rupanyup,B Property and deception offences,B40 Theft,1,8,0.0,7
,Addington,A Crimes against the person,A20 Assault and related offences,1,,0.0,
,Allendale,A Crimes against the person,Other crimes against the person,1,,0.0,
Metro Outer North,Jacana,B Property and deception offences,B10 Arson,1,3,0.0,2
Other,North Shore,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,3,0.0,2
,Goldsborough,C Drug offences,C30 Drug use and possession,1,,0.0,
,Cheshunt,D Public order and security offences,D10 Weapons and explosives offences,1,1,0.0,0
,Knowsley,B Property and deception offences,B50 Deception,1,,0.0,
,Paradise,B Property and deception offences,B50 Deception,1,,0.0,
Metro Inner South,Murrumbeena,F Other offences,F30 Other government regulatory offences,1,,0.0,
,Flynns Creek,B Property and deception offences,B10 Arson,1,,0.0,
,Lake Tyers,B Property and deception offences,B20 Property damage,1,,0.0,
Other,Golden Square,F Other offences,F10 Regulatory driving offences,1,,0.0,
,Neilborough,E Justice procedures offences,E20 Breaches of orders,1,2,0.0,1
,Horfield,E Justice procedures offences,E10 Justice procedures,1,1,0.0,0
,Duverney,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,,0.0,
,Jan Juc,E Justice procedures offences,E10 Justice procedures,1,1,0.0,0
Other,Mount Helen,E Justice procedures offences,E10 Justice procedures,1,2,0.0,1
,Bungaree,D Public order and security offences,D20 Disorderly and offensive conduct,1,,0.0,
,Alma,A Crimes against the person,Other crimes against the person,1,,0.0,
,Woorinen South,B Property and deception offences,B30 Burglary/Break and enter,1,,0.0,
Metro Inner South,Elsternwick,F Other offences,F20 Transport regulation offences,1,,0.0,
,Rowsley,E Justice procedures offences,E10 Justice procedures,1,,0.0,
,Kalimna,B Property and deception offences,B10 Arson,1,,0.0,
Other,Morwell,F Other offences,F90 Miscellaneous offences,1,2,0.0,1
,Dartmouth,E Justice procedures offences,E20 Breaches of orders,1,,0.0,
Metro Outer South,Rosebud,D Public order and security offences,D40 Public security offences,1,,0.0,
Other,Waurn Ponds,B Property and deception offences,B10 Arson,1,1,0.0,0
,Moliagul,B Property and deception offences,B50 Deception,1,,0.0,
,Beverford,A Crimes against the person,A20 Assault and related offences,1,1,0.0,0
Metro Outer West,Thornhill Park,D Public order and security offences,D20 Disorderly and offensive conduct,1,,0.0,
Other,Woodend,C Drug offences,C20 Cultivate or manufacture drugs,1,,0.0,
,Argyle,B Property and deception offences,B50 Deception,1,,0.0,
,Leitchville,D Public order and security offences,D20 Disorderly and offensive conduct,1,,0.0,
,Coongulla,E Justice procedures offences,E20 Breaches of orders,1,1,0.0,0
,Clifton Creek,B Property and deception offences,B20 Property damage,1,1,0.0,0
,Moorooduc,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,3,0.0,2
,Eurack,D Public order and security offences,D10 Weapons and explosives offences,1,,0.0,
,Croydon Hills,D Public order and security offences,D20 Disorderly and offensive conduct,1,,0.0,
Other,Barwon Heads,D Public order and security offences,D20 Disorderly and offensive conduct,1,2,0.0,1
,Powelltown,B Property and deception offences,B50 Deception,1,,0.0,
,Katandra West,B Property and deception offences,B40 Theft,1,2,0.0,1
,Plenty,E Justice procedures offences,E10 Justice procedures,1,2,0.0,1
,Grantville,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,4,0.0,3
,Bonnie Doon,F Other offences,F20 Transport regulation offences,1,,0.0,
,Wild Dog Valley,B Property and deception offences,B40 Theft,1,,0.0,
,Jeparit,B Property and deception offences,B50 Deception,1,,0.0,
,Hazelwood North,E Justice procedures offences,E10 Justice procedures,1,3,0.0,2
,Derrinallum,B Property and deception offences,B10 Arson,1,,0.0,
,Merricks North,D Public order and security offences,D10 Weapons and explosives offences,1,,0.0,
,Wedderburn,C Drug offences,C10 Drug dealing and trafficking,1,,0.0,
,Tubbut,E Justice procedures offences,E20 Breaches of orders,1,2,0.0,1
,Bethanga,A Crimes against the person,Other crimes against the person,1,1,0.0,0
Metro Inner East,Deepdene,C Drug offences,C30 Drug use and possession,1,,0.0,
,Great Western,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,1,0.0,0
Other,Moolap,A Crimes against the person,Other crimes against the person,1,,0.0,
,Cudgee,A Crimes against the person,Other crimes against the person,1,,0.0,
,Coalville,C Drug offences,C20 Cultivate or manufacture drugs,1,,0.0,
Metro Inner West,Niddrie,F Other offences,F90 Miscellaneous offences,1,,0.0,
,Greendale,B Property and deception offences,B10 Arson,1,,0.0,
,Kardella South,E Justice procedures offences,E10 Justice procedures,1,,0.0,
,Cabbage Tree Creek,A Crimes against the person,Other crimes against the person,1,,0.0,
,Bamawm Extension,B Property and deception offences,B40 Theft,1,,0.0,
,Koroop,A Crimes against the person,A20 Assault and related offences,1,,0.0,
,Vectis,E Justice procedures offences,E10 Justice procedures,1,,0.0,
,Marnoo,B Property and deception offences,B30 Burglary/Break and enter,1,1,0.0,0
Metro Outer West,Bonnie Brook,A Crimes against the person,Other crimes against the person,1,6,0.0,5
Other,Avenel,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,1,0.0,0
,Yan Yean,C Drug offences,C10 Drug dealing and trafficking,1,,0.0,
,Georges Creek,E Justice procedures offences,E20 Breaches of orders,1,,0.0,
Metro Inner,St Kilda,F Other offences,F90 Miscellaneous offences,1,1,0.0,0
Other,Alexandra,C Drug offences,C20 Cultivate or manufacture drugs,1,,0.0,
,Hazelwood South,B Property and deception offences,B20 Property damage,1,,0.0,
,Noojee,B Property and deception offences,B30 Burglary/Break and enter,1,1,0.0,0
,Murrabit West,B Property and deception offences,B40 Theft,1,,0.0,
,Nyah,B Property and deception offences,B20 Property damage,1,1,0.0,0
,Bowenvale,C Drug offences,C10 Drug dealing and trafficking,1,,0.0,
,Oaklands Junction,A Crimes against the person,A20 Assault and related offences,1,5,0.0,4
,Foster North,B Property and deception offences,B30 Burglary/Break and enter,1,2,0.0,1
Metro Outer East,Upwey,D Public order and security offences,D30 Public nuisance offences,1,1,0.0,0
,Glenmaggie,B Property and deception offences,B20 Property damage,1,,0.0,
,Lamplough,E Justice procedures offences,E10 Justice procedures,1,,0.0,
,Great Western,F Other offences,F20 Transport regulation offences,1,,0.0,
,Catani,B Property and deception offences,B30 Burglary/Break and enter,1,4,0.0,3
,Tuerong,E Justice procedures offences,E20 Breaches of orders,1,5,0.0,4
,Avonsleigh,B Property and deception offences,B20 Property damage,1,,0.0,
Other,Lang Lang,D Public order and security offences,D30 Public nuisance offences,1,,0.0,
,Coalville,B Property and deception offences,B20 Property damage,1,,0.0,
,Chewton Bushlands,B Property and deception offences,B50 Deception,1,,0.0,
,Langwarrin South,C Drug offences,C10 Drug dealing and trafficking,1,,0.0,
,Hepburn Springs,A Crimes against the person,Other crimes against the person,1,,0.0,
,Woosang,E Justice procedures offences,E10 Justice procedures,1,,0.0,
,Jancourt,B Property and deception offences,B20 Property damage,1,1,0.0,0
Metro Outer North,Diggers Rest,D Public order and security offences,D20 Disorderly and offensive conduct,1,2,0.0,1
,Timor,E Justice procedures offences,E10 Justice procedures,1,,0.0,
,Berrys Creek,A Crimes against the person,Other crimes against the person,1,,0.0,
,St Germains,B Property and deception offences,B50 Deception,1,,0.0,
,Ouyen,B Property and deception offences,B30 Burglary/Break and enter,1,3,0.0,2
,St Arnaud East,B Property and deception offences,B30 Burglary/Break and enter,1,1,0.0,0
,Stoneleigh,A Crimes against the person,A20 Assault and related offences,1,,0.0,
,Allestree,E Justice procedures offences,E20 Breaches of orders,1,3,0.0,2
,Balmattum,B Property and deception offences,B20 Property damage,1,,0.0,
,Katandra West,B Property and deception offences,B30 Burglary/Break and enter,1,1,0.0,0
,Hazelwood North,B Property and deception offences,B30 Burglary/Break and enter,1,6,0.0,5
,Waterford Park,A Crimes against the person,Other crimes against the person,1,1,0.0,0
,Wooragee,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,,0.0,
,Laang,B Property and deception offences,B30 Burglary/Break and enter,1,,0.0,
,Boralma,C Drug offences,C30 Drug use and possession,1,,0.0,
,Moriac,C Drug offences,C30 Drug use and possession,1,,0.0,
Metro Outer North,Eltham North,C Drug offences,C30 Drug use and possession,1,1,0.0,0
Other,Springvale,D Public order and security offences,D40 Public security offences,1,,0.0,
,Yering,D Public order and security offences,D20 Disorderly and offensive conduct,1,,0.0,
,Clover Flat,B Property and deception offences,B20 Property damage,1,,0.0,
Metro Inner North,Bellfield,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,,0.0,
,Cororooke,B Property and deception offences,B20 Property damage,1,,0.0,
,Junortoun,D Public order and security offences,D30 Public nuisance offences,1,2,0.0,1
,Dales Creek,A Crimes against the person,Other crimes against the person,1,,0.0,
,Taroon,A Crimes against the person,A20 Assault and related offences,1,,0.0,
,Yaapeet,B Property and deception offences,B20 Property damage,1,1,0.0,0
Metro Inner,Southbank,F Other offences,F30 Other government regulatory offences,1,5,0.0,4
,Riverslea,C Drug offences,C10 Drug dealing and trafficking,1,,0.0,
,Ingliston,B Property and deception offences,B40 Theft,1,5,0.0,4
,Pakenham South,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,,0.0,
,Gerang Gerung,F Other offences,F10 Regulatory driving offences,1,,0.0,
Other,Thornton,D Public order and security offences,D10 Weapons and explosives offences,1,,0.0,
,Brodribb River,B Property and deception offences,B20 Property damage,1,1,0.0,0
,Lismore,D Public order and security offences,D30 Public nuisance offences,1,3,0.0,2
,Kinglake West,A Crimes against the person,Other crimes against the person,1,,0.0,
,Carag Carag,D Public order and security offences,D30 Public nuisance offences,1,1,0.0,0
,Ascot,B Property and deception offences,B10 Arson,1,2,0.0,1
,Bullengarook,C Drug offences,C30 Drug use and possession,1,,0.0,
,Colac Colac,B Property and deception offences,B40 Theft,1,,0.0,
Metro Outer South,Moorabbin Airport,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,1,0.0,0
Other,Heyfield,F Other offences,F90 Miscellaneous offences,1,,0.0,
,Darnum,B Property and deception offences,B50 Deception,1,1,0.0,0
,Girgarre East,B Property and deception offences,B40 Theft,1,2,0.0,1
,Pimpinio,A Crimes against the person,A20 Assault and related offences,1,1,0.0,0
Metro Outer West,Ravenhall,F Other offences,F30 Other government regulatory offences,1,1,0.0,0
,Merricks North,B Property and deception offences,B30 Burglary/Break and enter,1,7,0.0,6
,Milltown,D Public order and security offences,D10 Weapons and explosives offences,1,,0.0,
,South Dudley,D Public order and security offences,D30 Public nuisance offences,1,,0.0,
Other,Mitchell Park,A Crimes against the person,A50 Robbery,1,,0.0,
,Maramingo Creek,B Property and deception offences,B20 Property damage,1,,0.0,
,Beaconsfield Upper,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,,0.0,
,Club Terrace,A Crimes against the person,Other crimes against the person,1,3,0.0,2
,Mount Bute,B Property and deception offences,B30 Burglary/Break and enter,1,,0.0,
,Rainbow,B Property and deception offences,B40 Theft,1,3,0.0,2
,Warrion,A Crimes against the person,A20 Assault and related offences,1,1,0.0,0
,Yinnar,C Drug offences,C10 Drug dealing and trafficking,1,,0.0,
,Tallangatta,F Other offences,F90 Miscellaneous offences,1,,0.0,
,Mount Doran,B Property and deception offences,B10 Arson,1,,0.0,
,Digby,D Public order and security offences,D10 Weapons and explosives offences,1,1,0.0,0
,Nilma North,A Crimes against the person,Other crimes against the person,1,1,0.0,0
,Patchewollock,B Property and deception offences,B30 Burglary/Break and enter,1,2,0.0,1
Metro Inner East,Warranwood,D Public order and security offences,D30 Public nuisance offences,1,,0.0,
,Yambuna,B Property and deception offences,B20 Property damage,1,1,0.0,0
,Dunkeld,B Property and deception offences,B50 Deception,1,4,0.0,3
,Murchison,E Justice procedures offences,E20 Breaches of orders,1,3,0.0,2
,Hoddles Creek,B Property and deception offences,B50 Deception,1,1,0.0,0
,Irrewillipe East,B Property and deception offences,B40 Theft,1,,0.0,
,Walpa,B Property and deception offences,B30 Burglary/Break and enter,1,1,0.0,0
,Donald,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,2,0.0,1
,Winchelsea South,A Crimes against the person,A20 Assault and related offences,1,1,0.0,0
,Staughton Vale,B Property and deception offences,B50 Deception,1,1,0.0,0
Metro Outer North,Diggers Rest,C Drug offences,C20 Cultivate or manufacture drugs,1,1,0.0,0
,Lima South,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,1,0.0,0
,Yackandandah,B Property and deception offences,B50 Deception,1,,0.0,
,Woodstock,A Crimes against the person,A20 Assault and related offences,1,,0.0,
Other,Eastwood,D Public order and security offences,D30 Public nuisance offences,1,,0.0,
Other,Edenhope,F Other offences,F10 Regulatory driving offences,1,,0.0,
Metro Inner West,Newport,D Public order and security offences,D30 Public nuisance offences,1,16,0.0,15
,Tyers,B Property and deception offences,B50 Deception,1,3,0.0,2
Metro Outer North,Diggers Rest,B Property and deception offences,B10 Arson,1,5,0.0,4
Metro Outer South,Bittern,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,2,0.0,1
,Bulla,D Public order and security offences,D10 Weapons and explosives offences,1,1,0.0,0
,Jacob Creek,B Property and deception offences,B40 Theft,1,2,0.0,1
,Harkaway,B Property and deception offences,B20 Property damage,1,3,0.0,2
Metro Outer East,Belgrave Heights,E Justice procedures offences,E20 Breaches of orders,1,4,0.0,3
,Woorinen,B Property and deception offences,B30 Burglary/Break and enter,1,,0.0,
,Youarang,E Justice procedures offences,E20 Breaches of orders,1,,0.0,
,Lethbridge,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,,0.0,
,Peechelba,B Property and deception offences,B40 Theft,1,,0.0,
,Noradjuha,B Property and deception offences,B10 Arson,1,,0.0,
,Nulla Vale,B Property and deception offences,B30 Burglary/Break and enter,1,2,0.0,1
Metro Inner,Middle Park,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,,0.0,
Metro Inner,Balaclava,F Other offences,F20 Transport regulation offences,1,1,0.0,0
,Nelson,B Property and deception offences,B40 Theft,1,7,0.0,6
